965	0
966	1
967	0
968	3
969	3
970	2
971	1
972	1
973	3
974	2
975	0
976	2
977	2
978	3
979	0
980	1
981	2
982	2
983	3
984	3
985	0
986	3
987	2
988	2
989	2
990	1
991	2
992	1
993	3
994	1
995	0
996	1
997	0
998	2
999	2
1000	0
1001	3
1002	1
1003	3
1004	3
1005	2
1006	0
1007	2
1008	3
1009	2
1010	2
1011	2
1012	3
1013	3
1014	3
1015	0
1016	1
1017	0
1018	3
1019	1
1020	0
1021	0
1022	1
1023	1
1024	0
1025	0
1026	1
1027	1
1028	3
1029	1
1030	0
1031	1
1032	3
1033	0
1034	1
1035	1
1036	2
1037	0
1038	2
1039	1
1040	1
1041	2
1042	0
1043	0
1044	2
1045	1
1046	0
1047	2
1048	0
1049	1
1050	2
1051	0
1052	0
1053	3
1054	0
1055	2
1056	1
1057	2
1058	1
1059	0
1060	2
1061	2
1062	2
1063	2
1064	3
1065	1
1066	0
1067	1
1068	2
1069	1
1070	0
1071	2
1072	1
1073	1
1074	2
1075	3
1076	0
1077	0
1078	1
1079	3
1080	2
1081	2
1082	1
1083	0
1084	1
1085	1
1086	0
1087	0
1088	3
1089	1
1090	3
1091	3
1092	2
1093	3
1094	1
1095	1
1096	3
1097	2
1098	0
1099	2
1100	0
1101	3
1102	0
1103	1
1104	3
1105	3
1106	3
1107	2
1108	1
1109	2
1110	0
1111	3
1112	3
1113	2
1114	0
1115	0
1116	1
1117	1
1118	0
1119	2
1120	1
1121	0
1122	3
1123	2
1124	3
1125	2
1126	0
1127	3
1128	3
1129	0
1130	0
1131	2
1132	3
1133	3
1134	0
1135	2
1136	0
1137	2
1138	2
1139	1
1140	2
1141	2
1142	3
1143	2
1144	2
1145	0
1146	2
1147	1
1148	1
1149	1
1150	1
1151	1
1152	0
1153	2
1154	2
1155	2
1156	3
1157	3
1158	2
1159	2
1160	2
1161	3
1162	0
1163	0
1164	3
1165	2
1166	2
1167	0
1168	1
1169	0
1170	2
1171	2
1172	1
1173	3
1174	2
1175	0
1176	0
1177	3
1178	1
1179	2
1180	3
1181	1
1182	3
1183	0
1184	2
1185	2
1186	0
1187	0
1188	0
1189	0
1190	0
1191	2
1192	0
1193	1
1194	2
1195	0
1196	3
1197	0
1198	2
1199	2
1200	1
1201	3
1202	0
1203	2
1204	2
1205	0
1206	0
1207	3
1208	3
1209	0
1210	1
1211	2
1212	0
1213	2
1214	2
1215	2
1216	1
1217	0
1218	3
1219	1
1220	0
1221	1
1222	2
1223	0
1224	0
1225	1
1226	3
1227	3
1228	1
1229	1
1230	0
1231	0
1232	2
1233	0
1234	0
1235	1
1236	1
1237	2
1238	3
1239	0
1240	2
1241	1
1242	2
1243	2
1244	3
1245	3
1246	2
1247	1
1248	2
1249	1
1250	0
1251	3
1252	0
1253	2
1254	0
1255	2
1256	2
1257	1
1258	2
1259	1
1260	2
1261	2
1262	0
1263	3
1264	0
1265	0
1266	0
1267	2
1268	3
1269	2
1270	2
1271	0
1272	0
1273	3
1274	3
1275	1
1276	1
1277	3
1278	3
1279	2
1280	3
1281	0
1282	3
1283	1
1284	2
1285	0
1286	0
1287	0
1288	1
1289	0
1290	0
1291	3
1292	2
1293	2
1294	1
1295	2
1296	3
1297	2
1298	2
1299	1
1300	0
1301	2
1302	1
1303	0
1304	1
1305	0
1306	0
1307	2
1308	0
1309	0
1310	0
1311	2
1312	1
1313	0
1314	0
1315	2
1316	2
1317	2
1318	0
1319	2
1320	2
1321	2
1322	1
1323	1
1324	0
1325	0
1326	0
1327	2
1328	3
1329	0
1330	3
1331	1
1332	2
1333	0
1334	2
1335	1
1336	0
1337	2
1338	0
1339	1
1340	3
1341	0
1342	1
1343	1
1344	1
